|remain|,|RT @Official_Ryan_M: Big day for the #UK today! If like me you are Undecided, this may help! #EUreferendum #VoteRemain 🇬🇧🇬🇧🇬🇧 https://t.co/…|
|leave|,|RT @__GriffCo__: I'm #voteleave to show my undying respect and appreciation for the democratic principles our grandparents threw their live…|
|unknown|,|@DVATW found out about Monnet during my research. Why or why have #Brexit #leave leaders not made more of the FACT that this was the plan.|
|unknown|,|RT @The_TeaRooms: It's time. We're open through til 10pm your #vote counts #VoteLeave #VoteRemain its your choice #PollingStation https://t…|
|remain|,|RT @Luke_Tedder: If you use your brain, the choice becomes extremely easy. #IN #remain #INtogether #StrongerIn https://t.co/8cf7nx9uXo|
|leave|,|RT @LordFawlty: #iVoted! It took 30 seconds. Do it!!!! #VoteLeave #referendum #EUref @vote_leave|
|remain|,|As a young person I'm actually terrified for the outcome of today #VoteRemain #strongerineurope #EUreferendum|
|unknown|,|RT @AmbJohnBolton: Britain is our strongest and most important European ally & #Brexit would promote the revitalization of western security.|
|remain|,|RT @declanwatson16: We don't make stupid decisions in this house, sorry grandad xxxx #VoteRemain https://t.co/hHqvH6MJDx|
|remain|,|RT @AshElNegro: If you love Arsenal and the Premier League, #VoteRemain. At some point we have to renegotiate the Ozil contract.|
|unknown|,|RT @Anon_Germany: The latest The Anonymous Daily! https://t.co/0CnCMHgynE #brexit #security|
|leave|,|RT @NetworksManager: Stand 4 democracy #Britain speak 4 hundreds of millions around Europe who agree, but have no voice.#Brexit #MAGA #DC h…|
|leave|,|RT @LeaveEUOfficial: Why The Morning Star Supports A Leave Vote @M_Star_Online #EURef #Brexit https://t.co/36tkaekkta|
|unknown|,|RT @JKCorden: Tonight I spoke about #Brexit on the show. These are my thoughts, https://t.co/LYMdUPePBQ|
|leave|,|RT @patel4witham: #VoteLeave has offered the British people an optimistic future where hope & democracy, prevails over fear, bureaucracy &…|
|remain|,|The most important vote for a generation. Vote Remain #StrongerIn #iVoted|
|remain|,|RT @thelinestudio: Here's hoping we get to hang out some more with our Eurobros and Broesses. #StrongerIn #Remain #VoteRemain #Eurobros htt…|
|leave|,|Vote Leave to take back control of our own borders, and to control immigration PROPERLY! #VoteLeave #UKreferendum #EUreferendum #VoteRemain|
|leave|,|RT @Harsimrat__Kaur: After months of campaigning and weeks of debates ..today is when we get to decide #voteleave #takecontrol #iVoted http…|
|unknown|,|RT @LeaveEUOfficial: Theo's on fire. @TheoPaphitis during last night's #C4Debate #LeaveEU #EUref Polls have opened, don't forget to vote ht…|
|remain|,|RT @HipsterManager: Hate getting work permits on FM for South American Youngsters.   If we #VoteLeave, it'll be like that for Europeans too…|
|remain|,|@Lord_Sugar i really want us to remain as the younger gen will have more chances please spread sir #VoteRemain|
|unknown|,|RT @BolsoverBeast: We few, we happy few, we band of brothers For he today that sheds his blood with me Shall be my brother; be he ne'er so…|
|unknown|,|RT @lhgluke: Search Twitter for "#VoteLeave pencil" if you want a good laugh. Are tinfoil hats allowed in the voting stations? https://t.co…|
|unknown|,|will be plenty of time to discuss Cameron in the days and weeks that lie ahead in the aftermath of the referendum https://t.co/2tFePRA3oV|
|remain|,|if your voting, #VoteRemain otherwise dont bother 🙂🙃|
|leave|,|RT @meerar07: .@voxday just voted #voteleave|
|unknown|,|RT @entrepreneur987: After #Brexit ppl dont realize that it will b followed by Grexit  Departugal  Italeave Czechout Oustria Finish Slovako…|
|unknown|,|‘Our industry thrives on chaos’: Andrew Craig-Bennett on #Brexit https://t.co/51qXkw3mwp @Splash_247 https://t.co/BjHB0Ws3yY|
|remain|,|Nervous about #Brexit much? Sterling volatility hits new highs overnigjt. @FT liveblog: https://t.co/tvZtTDmlk7 https://t.co/8yYEyM8rkK|
|unknown|,|@David_Cameron @SkyNews @BBCNews #Brexit   So how do u reform that corrupt inefficient gravy train?   Read this: https://t.co/3qiVjC3Gwz|
|unknown|,|RT @ScottGShore: Britain let's do this!! If you have registered to vote make sure you do... Vote and RT let me know #Brexit|
|leave|,|RT @Puntermusic: Suggest taking a pen down there with you as my station only had pencils #voteout #takecontrol https://t.co/fH3FealbhG|
|leave|,|RT @OnlineMagazin: 🆘‼Take 1 min. & 3 seconds: Europe is a war zone, the EU has nothing under control. Woman among savage. #Brexit now! http…|
|remain|,|Please vote #VoteRemain if you can|
|leave|,|The immigrants are getting rather salty about #brexit|
|remain|,|RT @PHammondMP: Don't let the rain stop you voting Remain -  most important political decision in a generation. #VoteRemain #EUref|
|leave|,|RT @rgenci57: You know, you want it! Happy #Leave #Brexit -ers! Tomorrow this time you'll celebrate! https://t.co/S1KSnFJzlO|
|leave|,|RT @beleaveuk: Our continued loss of sovereignty to an unstable EU is a danger for all sections of our society. #VoteLeave #BeLeave https:/…|
|unknown|,|RT @LeaveEUOfficial: The date has finally arrived! Make sure you get out to vote between 7am and 10pm today! #EUref #VoteLeave https://t.co…|
|remain|,|#iVoted been told I'm to young to have an opinion on any of this didn't stop me from voting for what I feel is right. #StrongerIn|
|remain|,|RT @RonanLTynan: Be aware what it means to #leave - clear & simply! Via @liz_buckley best poster yet!? #EUref #remain #strongerIn https://t…|
|remain|,|RT @WillBlackWriter: #VoteLeave have got themselves into a paranoid state over pencils in polling stations.  #PencilGate https://t.co/NzDDL…|
|leave|,|RT @PlayBuddMansion: #VoteLeave starter pack https://t.co/kU1eKeFEqn|
|remain|,|Says it all about the difference between the too options. Vote to remain #strongerin  https://t.co/1SdDwJpUoK|
|remain|,|Why should young people vote to stay in the EU? Take a look: https://t.co/whBbBu0HsX great job @zahinkingahmed #yestoeurope #VoteRemain|
|leave|,|RT @theordinaryman2: Re-tweet if you #BeLeave in #Britain  #iVoted #LeaveEU #Brexit #InOrOut #EUref #remain #IndependenceDay https://t.co/B…|
|remain|,|RT @TheGreenParty: Today is polling day. Vote for hope over fear, and because we need to build bridges, not burn them. #VoteRemain. https:/…|
|remain|,|RT @rubytfb: #VoteRemain bc i've read lord of the flies and i know what happens when ur alone on an island with pig obsessed public school…|
|remain|,|RT @sarahwollaston: Let's stay #StrongerTogether for the sake of our children & grandchildren #VoteRemain|
|leave|,|RT @Charteris93: I've just voted to leave the EU. A vote for British sovereignty and for democracy. There is no reform. #iVoted #voteleave|
|leave|,|RT @AmjadBashirMEP: Polls are open until 10pm! Let's make today our Independence Day. #VoteLeave #iVoted https://t.co/j2eHBcF79u|
|leave|,|RT @Hardi_MaMa: Simpsons got it right years ago about how EU would treat Greece last year....EU=Greed & Gluttony #Brexit #VoteLeave https:/…|
|leave|,|RT @LeaveEUOfficial: The date has finally arrived! Make sure you get out to vote between 7am and 10pm today! #EUref #VoteLeave https://t.co…|
|remain|,|Don't be daft Great Britain. Stay In. #Remain #Brexit.|
|unknown|,|On day of #EUref read my @SchoolsWeek piece on key areas for reform if #VoteRemain https://t.co/tfeYiZD7Mp|
|remain|,|RT @britinfluence: #NATO chief says UK staying in the EU is key to fighting terrorism @jensstoltenberg #EUref #StrongerIn #VoteRemain https…|
|leave|,|RT @HonourCovenant: #Please #VoteLeave 🌹 Many thanks. Appreciated. https://t.co/msRtSpDYup|
|remain|,|RT @rameshsrivats: Hey Britain, if you are not interested in this EU, can we take your membership card and use the facilities? #Brexit|
|remain|,|RT @KaushalBeauty: I'm happy to say #iVoted today  This is about our future so make sure you do your part & vote! #VoteRemain #VoteIn|
|leave|,|RT @MrBumpa: That is fucking disgusting! #VoteLeave #EUref  https://t.co/jrFmrtLzSj|
|unknown|,|RT @jessicaiscariad: @jeremycorbyn @UKLabour A question for those on the left

 #ExitLeft #VoteLeave #LabourInForBritain #BetterOffOut http…|
|unknown|,|RT @davidicke: EU to start fresh Turkey accession talks within few days: https://t.co/dHKJuzd6tL #Brexit #EU https://t.co/khXr94uArP|
|remain|,|RT @junayed_: And that is why he's the Mayor of London. #VoteRemain https://t.co/f1Z3UbEhRq|
|leave|,|RT @TheVapeTankDiss: For the first time in 33 years, I have voted  #voteleave #voteout #referendum #iVoted #VoteLeaveTakeControl https://t.…|
|remain|,|RT @Rachael_Swindon: Someone pointed out to me the real patriotic choice is to #VoteRemain & take our country back from UKIP & Co. Good poi…|
|unknown|,|#EuroPause before the next #Frexit, #Nexit or #Dexit!  #euref #INorOUR #voteleave #voteremain #bremain #brexit|
|leave|,|RT @CodeAud: Another reason for #Brexit : "The EU was birthed & nurtured by @CIA". https://t.co/CJX8SyyswK|
|unknown|,|RT @samcmarcus: I'll be tweeting and snapping throughout the day for @NBCNews covering today's historic #BREXIT vote! https://t.co/oYUHyzxj…|
|remain|,|RT @junayed_: Take a bow, Sheila Hancock. #VoteRemain https://t.co/etTPg9Pa2a|
|leave|,|RT @6ame: Job done! #Brexit https://t.co/m8emY0zWb8|
|leave|,|Who's the Executive Director of VoteRemain? Jack 'Iraq' Straw's son, Will. Fancy sticking it to Straws and #Cameron on same day? #VoteLeave|
|leave|,|RT @KTHopkins: #VoteLeave full article @MailOnline https://t.co/RAoc7ow8Bs|
|leave|,|People who use political correctness to try to control others want us to #VoteRemain and stay a part of a dictatorship? Surprise, surprise.|
|leave|,|RT @cholt_1: This is YOUR moment! #VoteLeave today for a brighter future. Let's #TakeBackControl ! #brexit #TakeControl https://t.co/8ZDBAQ…|
|leave|,|RT @UrbanGriller: Top man Dominic! I couldn't agree more... Somehow I have a feeling that it's all going to be ok! https://t.co/4XHLPDfdWw|
|leave|,|RT @piratenpower999: @TonyGosling  @deYook #leaveEU   self-determination of the people is a human right.  Good luck Britain !!.........|
|remain|,|RT @Sijbren_deJong: The Brexit campaign has been plagued by lies, half-truths & disinformation. #VoteRemain.  https://t.co/OFDi7w377m https…|
|leave|,|RT @LouiseMensch: Let's see about that, shall we? #IndependenceDay #VoteLeave  #EURef https://t.co/auSiIEDAZl|
|remain|,|RT @feminizza: Don't forget to #VoteRemain ! https://t.co/t4jXEpAaBX|
|unknown|,|Retweeted CNN (@CNN):  Who's who in the UK #Brexit debate? Key players on both sides before Thursday's #EUref:... https://t.co/n7PMrKkgrk|
|leave|,|RT @SGlennie: #iVoted #LeaveEU I tend to keep politics out of my feed; but today I'm just going to say this one thing..🇬🇧🇬🇧🇬🇧🇬🇧 https://t.c…|
|leave|,|RT @JamesMcHaleGB: Today, I won't be voting. (I'm 17!) But think about my future when you vote, and my ability to hire and fire my law make…|
|remain|,|RT @Amina_Lone: Honoured to take my diamond mother to vote. She is #StrongerIn #VoteRemain and would love this graphic. https://t.co/VigIoi…|
|unknown|,|RT @ThirzaMB: After #Brexit ppl dont realize that it will be followed by Grexit  Departugal  Italeave Czechout Oustria Finish Slovakout Lat…|
|unknown|,|RT @FullTimeDEVILS: The Ryan Giggs Referendum* #VoteLeave or #VoteRemain?  *(Just for fun!)  Vote today if you can!  #MUFC https://t.co/0bl…|
|remain|,|@DouglasBooth I already did!! #VoteRemain|
|leave|,|don't fuck this up guys #LeaveEU #Brexit|
|remain|,|RT @NI_News: With employees from over 35 countries, NI supports working together. #EUreferendum #voteremain #BrexitOrNot https://t.co/0SPyH…|
|remain|,|Thinking of the UK today and hoping voters follow John Oliver's advice. Vote Stay! #bremain https://t.co/rayQMHlusD|
|unknown|,|What you need to know about #Brexit: https://t.co/vJOfA1YfgC #BenoniBits #OnThisDay https://t.co/MN1L7NE1nA|
|remain|,|RT @JoStevensLabour: Sun shining. #Remain teams out in #Cardiff Central #EURef @UKLabourIN #StrongerIn @StrongerIn @WalesStrongerIn https:/…|
|leave|,|#VoteLeave the worlds fucked anyway. So it's better that we are in charge of our future rather than a bunch of dickheads in Brussels|
|remain|,|RT @thekittyluxe: My little sister & Jeremy Corbyn having a wild time at the polling station earlier #VOTEREMAIN 🇬🇧🇪🇺 https://t.co/UgIXRkj0…|
|unknown|,|RT @TheEconomist: Britain's #EUref is today. Everything you need to know about #Brexit  https://t.co/QfuObaMAMq https://t.co/DQr30HIWZN|
|remain|,|RT @KevinJPringle: So here we have it from official @vote_leave: Scotland (and London) are not "heartlands of the country"! #VoteRemain htt…|
|leave|,|I #VoteOut for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/9S2dqrLDk3|
|leave|,|RT @jamesKROTEpage: @vote_leave @LeaveEUOfficial just cast my vote, with the side offering hope & democracy #iVoted #VoteLeave #EUref https…|
|leave|,|A magnificent peroration. Let this be our call to arms. #VoteLeave https://t.co/Ec4wMszLlh|
|remain|,|We all vote for Bill. #StrongerIn|
|leave|,|remember to photocopy your ballot paper and fax it to yourself in case someone tries to change it #voteleave|
|leave|,|RT @AfredAlbion: I just #iVoted to:     L E A V E    The European Union......  #referendum #Brexit #VoteLeave #EUref|
|unknown|,|RT @PlAyGiRLUAE: ☺☺The Perfect Fucker 69 Rubi ☺☺ ✌️Fresh smooth soft tall slim versatile Arabic escorts in Dubai #Brexit #الشيخ_زايد https:…|
|remain|,|I #VoteIn for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/Nr78SZbAU1|
|leave|,|RT @PrisonPlanet: Rain begins to pour down on London as God attempts desperate last minute intervention to prevent idiots voting remain. #B…|
|leave|,|RT @lawyers4animals: We voted FOR #Brexit - Not one more penny to subsidise the horror that is bullfighting. https://t.co/QQxbXU6Rcd|
|leave|,|I #VoteOut for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/b6KTqhN0vL|
|remain|,|RT @junayed_: Yes, yes, a thousand times yes! #VoteRemain https://t.co/kQ88ZW2iCD|
|remain|,|RT @larryarehome: god bless niall #VoteIn https://t.co/YrHhuhq9PV|
|unknown|,|RT @NewswithEd: Ed Schultz here, reporting from London on the historic #Brexit vote. https://t.co/RnZNPiJIN6|
|unknown|,|I now know all about #Brexit because, One Direction. No really.  https://t.co/yUWvdVL6ZI|
|remain|,|RT @s_ophi_e_: I want to be inside EU #VoteRemain https://t.co/knWi7G8vx9|
|remain|,|RT @_AchheDin: There’s now just 5 hrs to ensure your voice is heard in the biggest decision for generations  #iVoted #VoteRemain https://t.…|
|remain|,|RT @JohnClarke1960: Think: Britain First The S*n Kelvin McKenzie Nigel Farage BNP UKIP Michael Gove Daily Mail  Obviously #VoteRemain https…|
|leave|,|@ChrisFredGreen your entitled to your as well, but i'm just saying that you said its the only choice that makes sense is deluded #voteleave|
|leave|,|RT @toadmeister: Knocking up in Hammersmith #VoteLeave https://t.co/asRNjJFkLl|
|leave|,|RT @BrexitInJune: Object to being bossed by the likes of Juncker, Obama and Lagarde? You know what to do. #VoteLeave|
|remain|,|RT @RossKemp: I'm voting remain for my family. We're stronger together, vote remain today #EUref #StrongerIn https://t.co/AbWEhqeSkM|
|unknown|,|Another perspective on #Brexit from AEI scholar @DaliborRohac. #EUref https://t.co/5kAmWHLL6F|
|leave|,|RT @SarahAFC69: Something @BBCNews declined to tell us!!  #VoteLeave for our #BritishLorryDrivers   @Hells4Heroes @pimpmytweeting   https:/…|
|remain|,|I had my say, make sure you do too! #EUref #iVoted #VoteRemain #StrongerIn|
|remain|,|I #VoteIn for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/lpcZc4ZmuT|
|remain|,|I #VoteIn for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/9yGde9oW6z|
|leave|,|If we remain, after today, there will be no point ever voting in any election again. Democracy will be done for. #VoteLeave|
|remain|,|RT @David_Cameron: Thank you to @StrongerIn teams out across the country ensuring people #VoteRemain. You've fought a great campaign: https…|
|unknown|,|RT @Snowden: No matter the outcome, #Brexit polls demonstrate how quickly half of any population can be convinced to vote against itself. Q…|
|remain|,|RT @hanapiranha: If you're still on the fence today, take this offer into consideration... #VoteRemain https://t.co/0YbaB5hvPN|
|remain|,|RT @StrongerIn: A positive case for the EU – here’s what we gain from being a part of it. #VoteRemain #referendum https://t.co/rWFDoX1YCF|
|leave|,|I #VoteOut for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/t2kqyVRHwb|
|remain|,|RT @Bakehouse2016: Poppy field here Do not forget some other poppy fields to which we would not wish to return Vote #Remain #StrongerIn htt…|
|leave|,|RT @andrealeadsom: I am UTTERLY convinced we have a superb future if we #voteleave https://t.co/xpR9Gwj1h9 @vote_leave @Buzzfeed @elashton…|
|leave|,|"I WANT TO REMAIN COZ I DON"T WANT A TORY GOV" - WHY U VOTING WITH DAVE THEN??? #Brexit #StrongerIn #VoteLeave https://t.co/4d74fvbdOj|
|remain|,|I #VoteIn for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/vKw3dfkYFN|
|leave|,|RT @StevePersonally: Yay! Unlike me, I felt moved when I cast my #VoteLeave It really meant something https://t.co/KXkB3ESUYH|
|leave|,|RT @ThomasJJAngel: Go and vote if you haven't already. Remember that this country is so much more than a star on somebody else's flag #EUre…|
|unknown|,|RT @AtlanticCouncil: Regardless of #Brexit, here's 5 things the #EU must do →  https://t.co/WcK36bXgev @MontaninoUSA @MarketWatch https://t…|
|unknown|,|RT @shadihamid: To the extent #Brexit is a proxy for how you feel about liberal democracy, it's a key test. Recently discussed here: https:…|
|remain|,|RT @LabourHWG: Less than 5 hours left to #VoteRemain. If you've #ivevoted come help us get the vote out. You won't be alone https://t.co/2z…|
|leave|,|I #VoteOut for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/YxNvq4pZBs|
|remain|,|RT @WhyToVoteGreen: Changing one's mind on the basis of evidence is quite rare in politics and takes some courage #GreenerIn https://t.co/5…|
|unknown|,|RT @NetworksManager: European Union 2 #Brexit House Democracts stage #NoBillNoBreak Trump says #ImWithYou meanwhile WE KILLING OUR BABIES h…|
|leave|,|RT @DaanNorth: The #VoteLeave Starter pack https://t.co/sadCWy06fc|
|leave|,|RT @Ian_Fry: Just been and voted in the #EUref . Easy choice for me. #VoteLeave /@vote_leave https://t.co/LwPzUL3719|
|unknown|,|RT @PrisonPlanet: Campaigning is illegal near polling stations. What is going on here? #Brexit https://t.co/yJ9m14VbyI|
|unknown|,|About time everybody woke up to reality! https://t.co/9p2QcZfhkj #VoteLeave|
|unknown|,|#Becks and #Botham: From #ball #games to #Brexit ##ballot Top Trend:#WhyMQMnotBanned https://t.co/cMcXrUmm00|
|remain|,|I #VoteIn for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/FMTKrCAYig|
|leave|,|RT @WeDoNotLearn73: It was a tough one, but after much deliberation I decided to #VoteLeave. At 7.01 this morning. There's still time, don'…|
|leave|,|RT @LiberalLeave: Benjamin Franklin: "Those who surrender freedom for security deserve neither". Let's vote for our freedom and democracy #…|
|leave|,|RT @RealAlexJones: #BREXIT: Independence Day for Britain?  - https://t.co/QFlcNCfCGo|
|leave|,|RT @ScotsVoteLeave: Let's hope Scotland delivers for Leave. More powers for our Parliament, more money and control over our borders! #VoteL…|
|remain|,|RT @SadiqKhan: Amazing energy on the #StrongerIn campaign trail in Camden - speaking to residents & businesses about #EUref https://t.co/o7…|
|leave|,|RT @mariacaulfield: As a nurse #Ivotedleave today @andrealeadsom  https://t.co/DCAcUzSp3C|
|leave|,|RT @cmackinlay: A double rainbow as #Thanet votes to leave. An ancient symbol of a new covenant and a brighter future. #VoteLeave https://t…|
|remain|,|RT @StrongerIn: James Corden: I hope everyone in Britain will be voting REMAIN #VoteRemain https://t.co/jfTbe4mWRr|
|leave|,|RT @CrusadeFan: Our @vote_leave potent force Resolve of the utmost A robust #brexit message In Ripon, fixed to a post #ForBritain https://t…|
|remain|,|RT @DavidJiveron: Rememba' to #VoteRemain by 10pm tonight t'keep Britain stronger, safa' and betta' off in Europe. #StrongerIn https://t.co…|
|leave|,|RT @Pauldonny1983: Get voting!! #VoteLeave  #Remain|
|unknown|,|Why do I not sound surprised?! He's deluded! @anwaromar12  https://t.co/2zcGAoJmN7|
|remain|,|RT @David_Cameron: Polls close at 10pm. Just 1 hour left to #VoteRemain - and keep Britain stronger, safer and better off in Europe. https:…|
|leave|,|Chatting to indoctrinated EU youth is truly scary. This is again an evil scurrilous superstate indoctrinating youth. https://t.co/Mi35OFaK0l|
|leave|,|I #VoteOut for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/zvliE4Hvk7|
|unknown|,|@DVATW  Check this out, David >  https://t.co/CnrTXfdDMy|
|unknown|,|RT @benphillips76: Peak #Brexit: UK protestor tries to burn the EU flag, but can't, because of EU regulation on flammable materials https:/…|
|unknown|,|RT @brianhayesMEP: Here's your #EUref timeline for tonight PLEASE RT #Remain #InOrOut #VoteRemain https://t.co/WfceK3mRjK|
|leave|,|I #VoteOut for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/UCOQQC4Fdl|
|unknown|,|BTW, what if it's a yes for the #Brexit & #ThreeLions win #EURO2016? Should they be called #Champions of @England? https://t.co/i6tsslNqto|
|unknown|,|RT @DarthPutinKGB: A soviet exit poll takes place before the referendum. #Brexit|
|unknown|,|RT @Kelsblells: If #remain win it's because #LeaveEU didn't use the correct pens.|
|unknown|,|RT @benphillips76: Peak #Brexit: UK protestor tries to burn the EU flag, but can't, because of EU regulation on flammable materials https:/…|
|unknown|,|RT @benphillips76: Peak #Brexit: UK protestor tries to burn the EU flag, but can't, because of EU regulation on flammable materials https:/…|
|unknown|,|RT @PoliticsGhost: True Capitalist Radio NOW LIVE . . . https://t.co/SA2l1HCFvq  . . . #Trump2016 #SCOTUS #Brexit #ThursdayThoughts #Democr…|
|remain|,|RT @ReutersGMF: SPOKESMAN FOR LEAVE.EU SAYS FARAGE JUST TOLD HIM HE DOES NOT HAVE ANY BETTER IDEA THAN ANYONE ELSE DOES ABOUT EU REFERENDUM…|
|unknown|,|RT @PoliticsGhost: True Capitalist Radio NOW LIVE . . . https://t.co/SA2l1HCFvq  . . . #Trump2016 #SCOTUS #Brexit #ThursdayThoughts #Democr…|
|unknown|,|It seems #brexit is about remaining in the EU or agreeing with Nigel Farage on something.|
|unknown|,|RT @SophyRidgeSky: Poll released by #Brexit campaigners @LeaveEUOfficial suggests 52% Leave 48% Remain #EUref https://t.co/b6BtjRE0q0|
|unknown|,|RT @AndyCavster: This is outrageous! They will be refusing to be strip searched next!  https://t.co/StfsZlarSI|
|unknown|,|The latest News You Can Use! https://t.co/bLpYUr3AFb Thanks to @Anna_Silk @KristinaRibali #brexit #tcot|
|remain|,|RT @a_fergal: Pound down 6% because of Sunderland. No trader has ever been there, only now realised it was bad news #emh #Brexit|
|unknown|,|They do know we're still inside it for at least two years or so if there is a #brexit? #EUref  https://t.co/AIlb5GLr4T|
|leave|,|RT @ktmcfarland: #Europe like Titanic after hit iceberg -only matter of time before it sinks. #brexit is UK lifeboat. I join @LouDobbs @Amb…|
|remain|,|I #VoteIn for the #Brexit #EURef vote with @Brndstr & unlocked my own Flag Profile pic! What will you vote? #ivoted https://t.co/Go9RN2lhhh|
|unknown|,|Nigel Farange right now #Brexit https://t.co/2khsiizGbi|
|leave|,|RT @janimine: Is it what's RIght for Britain & what's Wrong with the #EU ? RT for Right Fav for Wrong #EUReferendum #LeaveEU https://t.co/9…|
|unknown|,|RT @TheCraggus: Thanks to both sides of the #EUreferendum campaign, Britain is this guy. #Simpsons #Brexit #BetterIn https://t.co/JyXLZI5L6i|
|leave|,|Back to the important stuff. #VoteLeave|
|unknown|,|For anyone interested, live #brexit count; https://t.co/1nPjAcB3vi|
|leave|,|RT @LeaveEUOfficial: Today, we turn our backs on a failing political project and re-enter the world! #EURef #Brexit https://t.co/L6kwJTW7A2|
|remain|,|Dave should've insisted #Leave secure 66% or 75% majority for #Brexit; major constitutional change on 50%+1 majority's absurd #BBCreferendum|
|leave|,|RT @FoxBusiness: Nile Gardner: "This will be a day of liberation for the #British people." #Brexit #EUref https://t.co/OQuMgo7sOE|
|unknown|,|@nellelunar #stopit sounds like #brexit|
|remain|,|#VoteRemain and don't fuck shit up|
|unknown|,|RT @JaredWyand: 51.4% #Brexit 48.6% #RemainINEU  #EUref #BrexitOrNot  Let's talk about this gem @AP  Someone should be in prison https://t.…|
|unknown|,|RT @rezaaslan: In case you were wondering what #Brexit is really about.  https://t.co/ETQgRoA3FN|
|unknown|,|RT @TobiasBuckFT: A lot of consternation in Spain at the leisurely pace of the vote count. Election results here are known after two hours…|
|unknown|,|C-SPAN is simulcasting ITV right now, and SkyNews is streaming referendum results on YouTube: https://t.co/5jhmRIk0Jv #Brexit|
|leave|,|RT @FoxBusiness: "I think a British decision to leave...would strengthen Western security," says John Bolton. #Brexit #EUref https://t.co/a…|
|unknown|,|#Brexit odds now soaring #VoteLeave 4/7 odds on favourite.|
|unknown|,|RT @Snowden: No matter the outcome, #Brexit polls demonstrate how quickly half of any population can be convinced to vote against itself. Q…|
|unknown|,|Looks like Britain will now be featuring in the Darwin awards. Nice one dimwits #BrexitOrNot #Brexit|
|leave|,|RT @Cernovich: Every Muslim mayor opposes #Brexit. That's because the EU has strongest 'hate speech' laws, which they exploited to rape gir…|
|leave|,|@TurkishortyGoon @Alexis_Sanchez if a boy said that he'd be called a perv #voteout|
|unknown|,|I assume if #Brexit goes through then England, Wales and N.Ireland immediately get turfed from the Euros??!!|
|remain|,|Following Brexit... Why not England "Leave" the EURO 2016? Go Iceland! #Brexit #em2016france #em2016 #emísland 😀👍|
